sentence_id	sentence	variant	sentence_domain	source	up_votes	down_votes	status
083f63f984d807957873bef6b9cc72aa158ff11aeb7b647993ec7b89bc4b978e	Повријеđена су три лица.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
08e8d33b231b23f65d9588fb93993d919c30f307acaa728f21446cb98d5cae0d	џ с ђ џа са ђа			мој цитат	1	2	rejected
0ca4aff15ac3fe1597e080d91c4bb26f78256846f6e7feb47493a0fb619d3257	Иако нико није повријеđен, експлозија је изазвала велику штету.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
0d9c715f88c2bd6454c3e365d1d0d4ea1deb8639d52c4f8cecf903e4f396c332	џ с ђ џи си ђи			мој цитат	1	2	rejected
0f16537522a4dc82b4310f1b8cb53b2cb3a224ee0ec11c7a7ab0ea1219cd09c5	Новогодисњи концерт је био распродат.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
13ca3ed328c4bbb73e3f120a713fafbffd228897ec351e73dd626f674d0158b8	Колико планета има у Сунчевом систему?		nature_environment,technology_robotics	Self citation	1	0	pending
160b81a3b203c9a1b82e26b540c31bb50d97be26712b9b8a6e88f72a6c40808c	Колико је сати?		language_fundamentals	basic sentence: What is the time?	1	0	pending
164a1ac3346d5c3deedc3a373894a90f7454d1458dbd73a16a5a385fe152673b	Ми смо такоđер неколико деценија били подијељени завјесом.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
167130bf36cd04bf81ce52e0d4843c92f98091dce64ce8ed04daccfe4bdbfcda	Тај потез долази након невиđеног овоседмичног протока воде у ријеци.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
199a6560449a845d0f0457321a095dd11631df2d3cca21791a8b44951b20081a	Як цитувати?			common voice	0	2	rejected
1a85feba25fc4d3203b483fd703492de2ae535debbaa810f26f38ae999376861	Румунски медјиски тајкун ухапшен јер је помагао осуđенику у бијегу			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
1b50d323f92f44959beef4eff38e15464e8a36dc64d81a5471d446d49fa00f45	ДиЦарлова је нагласила и његов утјецај на цијели регион.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
1fcfa06e8f76f62b9da98074ea47a081baf162417339d32d3f25000c6c6d2d3e	Десетине хиљада људи испратиле убијеног турско-арменског новинара			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
210af21125a5a594e85764e977f489aa04eeeb130e0bb2f3ee01ef5424c4619d	Студенти мјесто тога медијима дијеле своја властита саопћења за штампу.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
2218e8d35e389a95c2d883435f18e3e3529b24706335cc98403d0bcb00983a8d	Постоји неколико мотива опрезан за приступ том питању.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	2	rejected
23bfed0eab4e8dc81021bea29a0570bbf29d4efab7e7ef2a0388f3613bbb047b	Меđутим, тиме још увијек нису покривене вишеседмичне заостале исплате.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
2442227c339d3c6419ed87d30c1c43347ff281bedec8c39b2108f1e6b4eb7e27	Да ли се свемир шири?		nature_environment,technology_robotics	Self citation	0	0	pending
24e601ac6bf646f67e611bf697ac9fce6d7cd67c6c67914ec947cb9383b3719d	Джоана је признао пораз после пресуде суда.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
26f2e32b0fad945e865d8398aadff41baf6b53430d71825fcda3b911fb141569	С друге стране, минарети су саставни дијелови ђамија.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
27f806d57950c8ae3f274212889bce312e37be50810f0c2664918f35f16abf5d	Актуелни закон признаје једну вјерску заједницу за људе одреđене вјероисповијести.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
27fc2fd356eb85005baa6f5f4c6e6ab99a73392c24799bdc8c2e7303e1e9912d	Филм је описан као сармантан, ироничан и горкосладак.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
290fe31c2243be80345bb2575abec46b466bc3696c92fcd4f537d052561a6194	Не маучи ми ту!			“Self Citation”	1	2	rejected
29ad73ac810257fd99aa6013ea08da6e5d8b63d72459581bad9b83df32f6ea1b	Меđутим, статус неће ријешити све дугорочне изазове у покрајини.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
2a9ebf9f1c80940d322338d201379de69e2c044e0cb1cca368e2fdc33422514d	ба бе би бо бу			мој цитат	1	2	rejected
2aa60017fdb47ee392fa31b34ca79de9f43594f46375c589523aed9529fd8910	шесдесет			Colors and numbers	1	2	rejected
2ac084af4581f05f01f808b580b821a9a955c1dba2eba4468fbc8a3ab3d068ed	Наш одјел дијели те цертификате.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
2acc9cd9119389163951aee0b738d6d8c367365a34e20b70e20c2dd123312083	Анализа сентимента!ј			ја	0	2	rejected
2b1744775e401056eda6401b5c41a9c0419881060eef430c59f3f37dd5ae3198	Меđутим, тактички или не, сви ти потези имају своју цијену.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
2b1cf49242458cf120562f5118e9cc029b14726691ee0dd939381d69abd99b69	Надані тут речення буде додано до загальнодоступного набору даних з ліцензією 			common voice	0	2	rejected
2c21f92e558e42bfdf59f41481300d3b9ee6a5a8f04efb1dc7e045b7e89e15a6	Да ли је Плутон планета или не?		nature_environment,technology_robotics	Self citation	1	0	pending
2cf5030772a68fef8ef9076d74e29123ded78cefe0a4e8bb2d6b73c883807232	ка ке ки ко ку  ак ек ик ок ук			мој цитат	1	2	rejected
2dde1adb9aba4ce840f86b5765bc419dc68280c8ef8e359e2a460e1844929011	Меđутим, још увијек има препрека.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
2e0212cc83b7dbbdbc2f201c052c38da15b94208bde9f237967ec8262079a924	"""То, у према министровим ријечима, имплицира ""огромне могућности""."""			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
2fcf7180e5b99b5d4847ae7110aee89785c0090c9627dbc1e821b93fdaa2cb11	Најрјеđе сличице највише вриједе.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
3086de2fa4e909b5509cfd240e204531414aae62446d7c60d234bd7f463c0bc8	Đукановић је млад политичар и пред њим је свијетла будућност.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
30fff3de3738e3728a0431f91212bbbc6d9a832a36b3105a7a176db664b5a22f	Један полицајац лакше је повријеđен.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
31320e99e0cf002f4b0b60a91b6893241e4247458d39cd437597fcb35ec69034	Посљедице тих препирки су углавном на нивоу изборног тијела.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
316f042403e4028320722ec8f91ecb96352daa7f64b4ae5e41e423873e008515	Математика многима представља најтежи предмет.		general	Self citation	1	0	pending
3249b70598c213c3283210a4ec5a9aff4e013d1513b9a321566dc800e3d15c76	Двадеетогодишњи пацијент добио је бубрег своје мајке.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
340886946e1d3d4a18f8587984436f9e86ed6d263942191a126524cb30433175	Меđутим, и даље од града још увијек просперирају кршћанске заједнице.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
34b35f5d28f7535b2752985d87a5ecd16c105950fd74dde744cab3cb052efa52	Pethiladadvestaosamdesetjedan			cc-0	0	2	rejected
367f35350cb02d76847f8521057cb4b33c5e55222025ee01213f22a265b2d641	Међународног фестивала детета.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	2	rejected
387e7281ca1d1fa37eda5780f8f3eeb81a9975e0aa952e991821937b2fb80937	море мора мира арим арома еуринома			мој цитат	1	2	rejected
39f95e34882e0266858ae0cba290c2431a73a802c4f840b2258f96895ae1d10c	Што се тиче меđународне заједнице, избори су донијели низ упозорења.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
3a18ee5e51bec84e183706ce31f111ef387f1869da9b2d2d2ed11c4434f7202c	Њиме се владама омогућује обезбјеđивање додатних средстава по конкурентнијим цијенама.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
3b4bf9ae97e86bf5a008608a5e3561efba6d4d65fb00ff7dfa775a3468ea05fc	Трећег дана семинара, учесници су примљени у аудијенцију код понтифика.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
3b60bacc8d4c71ff3083166cf7796b5319270d0c27d94fc3b7915f2171546c9b	Како се зовеш?		language_fundamentals	Basic Serbian: What is your name?	1	0	pending
3db7fb910e058d5bb8b7b2e30873d65f8999849a3555d0c41f658053135ab133	Бијела кућа се у прошлости противила сли;ној легислативи.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
3e5d286354a1451af1e1eb6e8984e3df9ef05e91af1ed025c24ad6684b0b85dc	Песадијске дивизије америчке војске.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
3ed83fa29db88de47ef8795d4a5cf87493f3aa9fcd9b90efb996dc57053d96bf	Наслијеđу је потребна заштита			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
40b804a4173511e5cc728ca7a92f72848a28692e1a83671fe14ccc076a28465a	Грчка обећала либерализацију сектора цестовног пријевоза, упркос штрајку			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
40d0045470214de9f5f03d6f1f88fe1628746a24275c215a31465a52f4eafcae	Меđутим, према ријечима локалних аналитичара, и даље постоје велике препреке.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
4163cf68dc2ac9d587832f40c5ca30b5081699134655980dd647c67b779abafd	Македонија је у пријелазном периоду изградње друштвеног система.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
419e90209fcccfc3237529b82b9f4f085c4c29426345f7c023a185b3725c8f2d	Македонска полиција ухапсила осумњичене за пријевару с кредитним картицама			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
41f583d36c70c02fc2a9a345905e5a8722b21c1621b0773f62e0e51ddf2ddd5a	Ми смо понудили нас предлог.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
42c5e8b4b6946a1dc39af6bc88f5521744082d096ae9b63e3fb9fe7093132d68	Старо осјећање повезаности и меđусобне подршке сусједа заувијек је нестало.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
42de0470e62327303f98f3bb6ff60805f0d2a321d87d337d912e239384bc13f1	Систем има за циљ комбинирање звучног, дигиталног и видео пријеноса.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
4322fe7bf12c1c046791b4b39b43f97d07ed2cf0f1eba560ba8f949fd46f7c2f	Вијеће ће сараđивати с европским институцијама као равноправан фактор.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
43c5a6d87fce6bc73c0490a37d3ba123091f3a90b3971ae8be6affcd0f8f62c7	Такоđер у пословним вијестима, албански рудари настављају штрајк глаđу.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
43dfd6ccf33637684e597e0ffe1093bc5934f922b9e2ff9138f70cca8e7f8311	Србја је најважнија земља у региону.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
4491fcd4757b31dfb2b553dfbe9cf03d7c992b3dcd9adeae7a011127d77f1ab2	Мој изум назива се динамички уреđај за пријенос зрака.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
44b4631eeaf2a59a160a9cc756b36c2d3a75fa9213542dad29536c8b8ab1a734	Нова влада поставила је амбициозан и економски оријентиран дневни ред.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
453aba106e378272502c60327428a6d722b9728e81513fd8b6f3a59f8a7f251e	Данас ће падати киша.		language_fundamentals	Self Citation	0	0	pending
45d2a57bb76a4e7c2453872ff2d2c91ecdd6deb617a6e822826f78ca38ccced3	У току су преговори о могућој коалицији у пријестолници.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
46dd9a4b52fb4d8194ac94703a695cad347ec92a36b26da836b3bf209b2884c1	Страдале су четири, а критично је повријеđено седам новороđенчади.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
4782fe9f8ae14409b04976376abed9423192255463d9309c84ac900d7e2facab	Други кафедзија каже да постоји једноставније решење.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
48436688edcc79d9faf9d2d8c4092182eb75f9ac10507b55ad187cb262e817c8	Джоана је само деловао као изолована политичка личност.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
484c5199617933c48531ddcb736afad5cd56fa5b0c829029eddc269c3d7490e7	Црне рупе имају толико снажну гравитацију да светлост не може да побегне.		nature_environment	LLM generated, Human reviewed	0	0	pending
485dee20e01207305a5eb8a29411596f547982409dcab9ff94e1d5b54c1e69c1	Срећом, овај пут су донијели законе у корист нас, граđана.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
49552aa100ff82ad2adc3c693cd544f1b3b0b7a67867927283e6fcf0cb97fc36	У оружаном сукобу убијен воđа вехабија, а неколико лица ухапшено			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
49b19ed1325f1e998994e50b9afd3b74e0a958460302ff6c1dd0744de5132fe6	Меđутим, та периферија града није имала ниједну културну локацију.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
49c9593a23f5e6f55278695c888437f5c32d74250807ee1c5f21616f1ec7fa5f	Да ли ме чујеш?		language_fundamentals	Self Citation	1	0	pending
4c56a5d12de3f8d04d849711995f0510d8dd2c8cb8c5a3738a1a1b855722d17f	Велика сланост воде такоđер је допринијела деградацији тла.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
4c71074270a0ba249dbae912912ade55c9493aa84fc420cb351d19ebadd30431	Меđутим, ентузијазам не дијеле сви.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
4cedc89e5585d44a6ea01b95700c3898feea1cdf3d5a3826e6bb7de2e94b7b95	Она такоđер запажа да се сегмент потенцијалних купаца мијења.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
4dbb7376d5836a87046ec730c438a4fec693b198475a9c47d2063c42ba48dc25	Србислав и Србислвака, има мушки и женски робот са мушким и жесним гласом!		technology_robotics	роботика, производња, фабрике, визија	0	2	rejected
4de4e69508e89b4ac78e95d7ea7f8bbbcf5f9e01207804accf123b890fdd0d6b	Многи архитекти такоđер критизирају тај приједлог за рушење.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
4e2fc1a3b9f40dbe822d816d617c7346ec49350a880084916745bd57c34d9a60	Где су баши текстови?			ја	0	2	rejected
4e3311eb624a4c9f52c35d52b5e93d4d9aa06b9de3ddd4cf4165e34bae84635c	Произвоđачи млијека обећавају да битка још није готова.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
4e9cd67ee828debfa302e1388a4bc92fec239c42d1627cc0c56f8581e28af3bc	Ти коментари су наишли на добар пријем, посебно меđу политичарима.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
4ed986c9af59340d797f51c2d3916697537a83c45f44f0443e6ce70818c208f6	Оба премијера обећали су меđусобно отварање амбасада у двама земљама.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
4f9596989668bb490452f70cf97c2caa74cc98dd745a036f5a3e76dd6a976366	Лјуди су врло скептични.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
50842b7ccf104d5cdd447fe1e83eb630a9c8a5c039d85af2b876f1e2447f4448	Меđутим, средства за финансирање одреđених пројеката још увијек су неизвјесна.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
50c939d0d7f67dd30dddc3d8d7bbf0295d8e1055bb30c76f95330158ef498227	Да ли је светлост талас или честица?		technology_robotics	Self citation	0	0	pending
547f11169fc90045286d468cca8fb69a2d2cc7eec5b964683f8538ba8563d270	Джамија је оштећена исте године.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
54ae9d7b1838a504337b54ab119c19757609c4f757148d389855802fa00831e5	Милица се не сналази најбоље са хемијом.		general	Self citation	1	0	pending
56a7cefa91685ee9014be8ece1d8bc027032354edb2ef5051407937d8d2478d6	Меđународна заједница покушала је разријешити ту кризу.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
5936f23315f5f33cc68d457a9fc2c556191a7d0fc97a6e75457877bc66415460	Процедуре које се захтијевају по европским прописима такоđер су комплициране.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
593c3252093c268785d626b94d2f2d0b75f116144753ac017be296ba33ff64c2	Меđутим, право је на нашој страни и ми ћемо побиједити.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
5ccd11b95c7f93d756a08fd1e83cc6de690ce991eccc2cf63e00c18d91c1d107	Ме?утим, присутан је велики број спекулација.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
5d54276a2e5ebed119e962e1c20b2fffbc6b8bde43625bbd8b57723d09f4361c	Фрижидер је укључен у струју.		technology_robotics	Self citation	0	0	pending
5d56f3ce6c87d23c1196a989f983a166d23fd8107646a47e9deb5fd35e4256f9	Отпорници, кондензатори представљају електронске компоненте.		technology_robotics	Self citation	0	0	pending
5d762d386ed527d38bd8c513518521d5c689050574a14dccac79ee71b9b9586b	Еи!			Ja	1	2	rejected
5df55f838dba9ba5c462dcdfa12f4a314e131e16d8cf3aad07c1e2955a167170	Позив турског премијера на укидање забране хиђаба изазвао контроверзу			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
5e09cfea7d1c015071d0710c7ef2ace38a589d8509f1df885e8e1a8a44ac81db	Одусевљења сам сарајевском публиком.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
5e7742f4ce90a8aaa7c558c3b244f44339cbbd978a9252a8c4f3026d4248bf2b	Меđутим, нису све вијести суморне.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
62397f4cf538720d11d672ea89e31150b0508063772867118c7ac8831066a72d	Меđутим, то изазива узнемиреност у неким пријестолницама.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	2	rejected
6348b08b443e3be5e233be8252f324f1e79be2535832c750557e2cd7d0f3e271	Нјихова репутација је ужасна.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
635135080d2b12ff08b0a20d60cfb54d175190855fb8962ed620554da0c34750	Која је разлика између лопте и сфере?		technology_robotics	Self citation	0	0	pending
65d8514e3339bddc21f5a34aeb17bb9c1f9e0ecff5f2cbe021b99e592b2a8aad	Меđутим, до сада пацијенти нису запазили пуно промјена.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
67822e291b818f86dd482045668bf3915ac3474152a86a6d023ab8da15d86590	Румунски хакери све више представљају меđународну пријетњу			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
67cc6eb6649bdee3638787ebc690fc8e25a508f5acf6ee958ff4b8633d86c242	Природа је инспирација за многе уметничке радове.		nature_environment	LLM generated, Human reviewed	1	0	pending
69454788376bd11e93dd0fec506f25646bfa721a658b8bc5f01e06b1f0e6fd34	Колико сателита има Марс?		nature_environment,technology_robotics	Self citation	1	0	pending
6958df41109d7bb6c4bf1893c4ed7998be5988e4c945c836a6f26435b37c90b0	Изборни стабови странака убрзано обављају припреме.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	2	rejected
6a452a110d387d20378235fe17ec41e1827900796986f3bc4d455999b45a9c62	Влада је обезбиједила и опрему за медицинско особље и граđанство.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
6ab8c30d4ba4ad31a8990dce8fb4255e94d44bc8d463edc67fc9319f376d79cc	Градоначелник даје све приједлоге, службене одлуке и извршења буђета.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
6afa146a7cb047b2c232c1061163f86eca4d646aba34f7e06e725936e6038d6e	У сударима с полицијом повријеđено је неколико десетина лица.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
6b5ce305017a1c37f1fc94d06e808ace8a92e1fa41ef38e4b033760b778cfd8a	Меđутим, то би се у наредним мјесецима могло итекако промијенити.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
6c2a728ece0f64ca47881f582ae3f0e7ea1d1e319356afbd918151552fb914db	За сад, меđутим, приватизација није пацијентима донијела никакве промјене.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
6dd8b3d99e92be6d5ff5350cef182d6da75982d15715fdead7321661a9c57e6e	Притвор може бити продужен на сестдесет дана.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
7134f3e3c87a79cf676ab95b73d5cf7e2e5fedd465e2dc7e8a03a5dddd107457	"""Та пријевара проузроковала је ""знатну финансијску буђетску штету"", додају они."""			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
71bd181d22490a76887462522cd1460c3318dc372687a5bbb8124fa001759d6f	Сутра ће бити понедељак.		language_fundamentals	Self Citation	1	0	pending
735f1b271bbbdb949fea54210243f778c524913fde2e9d634e4ed7419d5bad6f	"""Није мудро изазивати меđународну заједницу нити пријетити,"" изјавио је он."""			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
763f45fa2f430860c801f31ff87dbfece61780f9eb09f1383f3ae07984dbb65c	Какву кафу пијеш?		language_fundamentals	Self Citation	1	0	pending
772cc036d626b82b810e4164de85104bc126260344e1a1617a19f15da3121e08	Ме?утим, додао је он, неопходни су додатни напори.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	0	2	rejected
781e67727d9319eee863b8975bb8912f1ef3072c369a69dc5f08ce2508717ca9	То такоđер може бити важна прекретница и за остатак свијета.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
790d3bcdbfd44a8593e76ade1ec02e3b662b0719fda4baa8084b38acdefe6b99	Није пронаđен ниједан од нападача.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
7b4f6218e8c887e0b66600228dcae636c91d82c29b0223f29e7cd29c8067ee80	У ратовима струја учествовали су Никола Тесла и Томас Едисон.		technology_robotics	Self citation	1	1	pending
7c622c9f7740e1ea8c378410c8652256d621dbd66d03f4cc3f163aedd2dc868d	Меđутим, ниједан од претходно постигнутих споразума није потписан.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
7d1245d3591ecc3041eebea8c117b01ffa69e5b9ef9e5eabd2f38fb812c54e9b	"""Сретан сам што ми породица није повријеđена,"" изјавио је премијер."""			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
7deee9e8fd2f17227d3fd36d6591834385b164269584ec2787ae3ac093d4877e	Жалит ћемо сваког дана што нисмо прихватили приједлог меđународне заједнице.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
7f20080a90c3c2de54acb597bb82aa0359447939ffddde6b5a731a3ca69a4b3e	То није важно.		language_fundamentals	Self Citation	0	0	pending
7f2c8003d20fa056994fb2cd30813095a9f0301c4f3bc174a8dbcbbbcb048ba9	Та криза је меđутим приморала организаторе да смање цијене карата.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
8056237d886660e936ec5652cc237e7b0c6348d8c671defb125ba99a2546a67f	Планине представљају идеално место за зимске спортове.		nature_environment	LLM generated, Human reviewed	1	0	pending
80e9d4daac81eb0ef19644087fdb91419c27b7ddcb156d34a0467b6174a02b2f	Меđутим, то гласање није донијело извјесног побједника.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
81d2fdd88f2366e0dadf1d7b5a13adc64c82c1bb79aed53c39a78bf5557f1035	Меđутим, за то кривично дјело није судски гоњена ниједна странка.			SETimes corpus for Bosnian, transliterated to Cyrillic.	0	2	rejected
8429cc2a120c2caf4f87876fda3467413f1b0037cc6593d91d226d2de25ee7a4	Слике осмогодисњег македонског дечака привлаче пажњу широм света.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	2	rejected
84c43c4bbb292a98cdf5559fc2817aa589c04f5b923701722b470ccdf8ac5b3b	На зеленој табли се пише кредом.		general	Self citation	1	0	pending
857683575100b4b07357e1b785c29cee00326234acadf482981d1c96edaa5c9d	ш с ђ ша са ђа			мој цитат	1	2	rejected
