clip	duration[ms]
common_voice_sr_36950636.mp3	2448
common_voice_sr_40978618.mp3	2808
common_voice_sr_40980925.mp3	6300
common_voice_sr_45995038.mp3	4608
common_voice_sr_40981575.mp3	5040
common_voice_sr_35267560.mp3	2700
common_voice_sr_38833155.mp3	2556
common_voice_sr_36765467.mp3	2520
common_voice_sr_40987718.mp3	2268
common_voice_sr_40471769.mp3	2376
common_voice_sr_36947001.mp3	4428
common_voice_sr_28441163.mp3	2520
common_voice_sr_40982664.mp3	3240
common_voice_sr_27008241.mp3	2556
common_voice_sr_27781454.mp3	2268
common_voice_sr_28441278.mp3	2016
common_voice_sr_35086547.mp3	3204
common_voice_sr_40979346.mp3	2448
common_voice_sr_43532685.mp3	5076
common_voice_sr_36774424.mp3	2628
common_voice_sr_36950189.mp3	2448
common_voice_sr_40979012.mp3	2016
common_voice_sr_40984165.mp3	2016
common_voice_sr_27675944.mp3	3744
common_voice_sr_28153962.mp3	2340
common_voice_sr_26953679.mp3	4392
common_voice_sr_40982810.mp3	2736
common_voice_sr_33192077.mp3	3240
common_voice_sr_40983406.mp3	5508
common_voice_sr_35085166.mp3	2196
common_voice_sr_35087275.mp3	4680
common_voice_sr_36950171.mp3	3816
common_voice_sr_40977745.mp3	2016
common_voice_sr_36947041.mp3	4500
common_voice_sr_38509117.mp3	2448
common_voice_sr_36946636.mp3	3996
common_voice_sr_39271844.mp3	2700
common_voice_sr_38537466.mp3	1620
common_voice_sr_36950582.mp3	2304
common_voice_sr_37810743.mp3	2664
common_voice_sr_28526379.mp3	2196
common_voice_sr_40983542.mp3	4608
common_voice_sr_27635163.mp3	4356
common_voice_sr_39980227.mp3	3888
common_voice_sr_35090768.mp3	3600
common_voice_sr_36946942.mp3	2808
common_voice_sr_36793329.mp3	2700
common_voice_sr_27781291.mp3	1980
common_voice_sr_40980981.mp3	2340
common_voice_sr_40991061.mp3	3060
common_voice_sr_35303051.mp3	2808
common_voice_sr_39278148.mp3	5220
common_voice_sr_37810830.mp3	4356
common_voice_sr_40985436.mp3	2880
common_voice_sr_42629677.mp3	4248
common_voice_sr_27781377.mp3	2268
common_voice_sr_40982644.mp3	1908
common_voice_sr_41017397.mp3	2016
common_voice_sr_35126155.mp3	3780
common_voice_sr_36767562.mp3	2016
common_voice_sr_35085596.mp3	2160
common_voice_sr_35085579.mp3	2376
common_voice_sr_27781315.mp3	3096
common_voice_sr_37206892.mp3	3960
common_voice_sr_28441173.mp3	2556
common_voice_sr_36950692.mp3	2268
common_voice_sr_40405789.mp3	2916
common_voice_sr_36949123.mp3	3348
common_voice_sr_40991072.mp3	5040
common_voice_sr_36804232.mp3	2520
common_voice_sr_37810640.mp3	5112
common_voice_sr_39885019.mp3	5724
common_voice_sr_27011086.mp3	2340
common_voice_sr_38537530.mp3	3060
common_voice_sr_27675896.mp3	2016
common_voice_sr_28517934.mp3	2268
common_voice_sr_36994223.mp3	2376
common_voice_sr_40975929.mp3	3600
common_voice_sr_40975783.mp3	2088
common_voice_sr_28153944.mp3	2988
common_voice_sr_27675519.mp3	4176
common_voice_sr_40991078.mp3	4176
common_voice_sr_40471807.mp3	2088
common_voice_sr_27675729.mp3	2412
common_voice_sr_40987725.mp3	4716
common_voice_sr_39257182.mp3	4176
common_voice_sr_36946888.mp3	2520
common_voice_sr_40977037.mp3	5760
common_voice_sr_39330456.mp3	4968
common_voice_sr_36949431.mp3	2628
common_voice_sr_40471822.mp3	1836
common_voice_sr_27781443.mp3	3600
common_voice_sr_36950254.mp3	2016
common_voice_sr_40982579.mp3	2520
common_voice_sr_27014756.mp3	2520
common_voice_sr_40987674.mp3	6156
common_voice_sr_26874042.mp3	3240
common_voice_sr_38531910.mp3	2160
common_voice_sr_40979244.mp3	6156
common_voice_sr_38844949.mp3	3636
common_voice_sr_38058856.mp3	4428
common_voice_sr_40983517.mp3	1908
common_voice_sr_40978801.mp3	2088
common_voice_sr_36950272.mp3	2880
common_voice_sr_40491604.mp3	3636
common_voice_sr_28526347.mp3	2880
common_voice_sr_40984186.mp3	3168
common_voice_sr_36950191.mp3	4068
common_voice_sr_40994058.mp3	4068
common_voice_sr_36947020.mp3	3780
common_voice_sr_40979954.mp3	1800
common_voice_sr_40981578.mp3	2016
common_voice_sr_40979483.mp3	2340
common_voice_sr_41021464.mp3	2160
common_voice_sr_40985437.mp3	2196
common_voice_sr_41029087.mp3	4140
common_voice_sr_40981935.mp3	1980
common_voice_sr_36774272.mp3	4356
common_voice_sr_40979990.mp3	5508
common_voice_sr_36765364.mp3	6336
common_voice_sr_40985655.mp3	2916
common_voice_sr_36767495.mp3	1980
common_voice_sr_40976092.mp3	3348
common_voice_sr_41012754.mp3	3996
common_voice_sr_40979318.mp3	1908
common_voice_sr_40977697.mp3	3888
common_voice_sr_35090582.mp3	3276
common_voice_sr_45994552.mp3	3924
common_voice_sr_40983636.mp3	2160
common_voice_sr_40981317.mp3	3780
common_voice_sr_27636574.mp3	4068
common_voice_sr_27671144.mp3	2556
common_voice_sr_40977723.mp3	2376
common_voice_sr_27675828.mp3	1944
common_voice_sr_35090378.mp3	5616
common_voice_sr_40550106.mp3	3996
common_voice_sr_41000611.mp3	4860
common_voice_sr_40975942.mp3	4176
common_voice_sr_35085112.mp3	2340
common_voice_sr_41012935.mp3	5400
common_voice_sr_36773522.mp3	2088
common_voice_sr_48250806.mp3	3960
common_voice_sr_46919274.mp3	3132
common_voice_sr_40975576.mp3	2016
common_voice_sr_36946966.mp3	2988
common_voice_sr_26937944.mp3	4428
common_voice_sr_40977007.mp3	4716
common_voice_sr_39330452.mp3	5220
common_voice_sr_40405837.mp3	3888
common_voice_sr_38511389.mp3	2160
common_voice_sr_48250779.mp3	4248
common_voice_sr_28859071.mp3	2916
common_voice_sr_40975718.mp3	3348
common_voice_sr_35091341.mp3	2448
common_voice_sr_40976882.mp3	2556
common_voice_sr_40977735.mp3	4788
common_voice_sr_40975529.mp3	6876
common_voice_sr_36950227.mp3	2340
common_voice_sr_40386242.mp3	2556
common_voice_sr_40983540.mp3	2916
common_voice_sr_39330512.mp3	4140
common_voice_sr_40405818.mp3	5796
common_voice_sr_36773200.mp3	2664
common_voice_sr_35086323.mp3	6264
common_voice_sr_40977650.mp3	2628
common_voice_sr_36774258.mp3	2448
common_voice_sr_35089057.mp3	2232
common_voice_sr_40974211.mp3	4068
common_voice_sr_40985902.mp3	6156
common_voice_sr_38523455.mp3	4428
common_voice_sr_27781398.mp3	2196
common_voice_sr_28441177.mp3	2556
common_voice_sr_48250902.mp3	4248
common_voice_sr_27794968.mp3	2988
common_voice_sr_41024452.mp3	1836
common_voice_sr_40975557.mp3	4500
common_voice_sr_35097148.mp3	2916
common_voice_sr_27675823.mp3	2016
common_voice_sr_40979980.mp3	2088
common_voice_sr_27781471.mp3	2376
common_voice_sr_36767575.mp3	2268
common_voice_sr_28526245.mp3	2736
common_voice_sr_40984244.mp3	2160
common_voice_sr_36950201.mp3	2628
common_voice_sr_36994219.mp3	3456
common_voice_sr_40977557.mp3	4176
common_voice_sr_36946793.mp3	3708
common_voice_sr_40989465.mp3	5256
common_voice_sr_40985936.mp3	5940
common_voice_sr_46919627.mp3	2124
common_voice_sr_40978761.mp3	1800
common_voice_sr_35085087.mp3	2520
common_voice_sr_38523508.mp3	2376
common_voice_sr_40977932.mp3	4500
common_voice_sr_36765327.mp3	2736
common_voice_sr_40976898.mp3	4500
common_voice_sr_28623203.mp3	2700
common_voice_sr_41029100.mp3	2736
common_voice_sr_27675945.mp3	2016
common_voice_sr_35097088.mp3	2736
common_voice_sr_27166441.mp3	4248
common_voice_sr_36950014.mp3	2448
common_voice_sr_26874385.mp3	3708
common_voice_sr_39278099.mp3	3996
common_voice_sr_39330493.mp3	3240
common_voice_sr_35360825.mp3	4176
common_voice_sr_37574633.mp3	2484
common_voice_sr_40991259.mp3	6156
common_voice_sr_40982658.mp3	2268
common_voice_sr_28526498.mp3	2520
common_voice_sr_40981850.mp3	2196
common_voice_sr_36994384.mp3	2196
common_voice_sr_35090642.mp3	2700
common_voice_sr_28526509.mp3	2628
common_voice_sr_36994240.mp3	2448
common_voice_sr_36950242.mp3	4140
common_voice_sr_40981618.mp3	2880
common_voice_sr_37810736.mp3	3240
common_voice_sr_38844934.mp3	3708
common_voice_sr_45994956.mp3	4248
common_voice_sr_36774464.mp3	2520
common_voice_sr_41000616.mp3	4788
common_voice_sr_36949086.mp3	3312
common_voice_sr_43069436.mp3	4680
common_voice_sr_36950581.mp3	2160
common_voice_sr_35094410.mp3	3168
common_voice_sr_40984001.mp3	2196
common_voice_sr_35089322.mp3	2880
common_voice_sr_40471897.mp3	4680
common_voice_sr_35267592.mp3	2232
common_voice_sr_40491772.mp3	4320
common_voice_sr_40997623.mp3	2808
common_voice_sr_40975625.mp3	3600
common_voice_sr_38845598.mp3	3960
common_voice_sr_41010572.mp3	4428
common_voice_sr_40983383.mp3	2448
common_voice_sr_40981799.mp3	2376
common_voice_sr_40987813.mp3	3888
common_voice_sr_36765615.mp3	2268
common_voice_sr_38537443.mp3	1728
common_voice_sr_37523062.mp3	3816
common_voice_sr_35086525.mp3	2196
common_voice_sr_38058842.mp3	3060
common_voice_sr_27781394.mp3	2016
common_voice_sr_35097169.mp3	3096
common_voice_sr_37523141.mp3	3528
common_voice_sr_35085549.mp3	2376
common_voice_sr_35097191.mp3	2700
common_voice_sr_35085140.mp3	2700
common_voice_sr_40981765.mp3	2736
common_voice_sr_41009898.mp3	4428
common_voice_sr_40471758.mp3	3168
common_voice_sr_37523137.mp3	2844
common_voice_sr_40983520.mp3	2448
common_voice_sr_40981771.mp3	2916
common_voice_sr_40983601.mp3	1620
common_voice_sr_35088672.mp3	2520
common_voice_sr_40981595.mp3	2088
common_voice_sr_37206891.mp3	2916
common_voice_sr_40978653.mp3	2520
common_voice_sr_40979247.mp3	4680
common_voice_sr_35085165.mp3	2808
common_voice_sr_46917744.mp3	1908
common_voice_sr_36946715.mp3	4140
common_voice_sr_38515536.mp3	3420
common_voice_sr_37517896.mp3	4176
common_voice_sr_27781421.mp3	2376
common_voice_sr_28521457.mp3	1692
common_voice_sr_41010516.mp3	3168
common_voice_sr_41024464.mp3	2088
common_voice_sr_27660621.mp3	4896
common_voice_sr_36765363.mp3	2664
common_voice_sr_40979941.mp3	1908
common_voice_sr_37259391.mp3	3240
common_voice_sr_45994771.mp3	5760
common_voice_sr_36950079.mp3	3420
common_voice_sr_27656791.mp3	4104
common_voice_sr_27656789.mp3	4644
common_voice_sr_40975784.mp3	2628
common_voice_sr_38521579.mp3	3924
common_voice_sr_27781424.mp3	3960
common_voice_sr_27014629.mp3	2340
common_voice_sr_40979034.mp3	3888
common_voice_sr_40982647.mp3	1728
common_voice_sr_40987675.mp3	2088
common_voice_sr_28521395.mp3	1800
common_voice_sr_28153954.mp3	3276
common_voice_sr_36765427.mp3	2592
common_voice_sr_40471725.mp3	3204
common_voice_sr_39278138.mp3	4428
common_voice_sr_36946590.mp3	5040
common_voice_sr_35090119.mp3	2556
common_voice_sr_26959240.mp3	3096
common_voice_sr_40981649.mp3	2520
common_voice_sr_40977783.mp3	2196
common_voice_sr_41006493.mp3	3168
common_voice_sr_40984000.mp3	2160
common_voice_sr_40981967.mp3	8568
common_voice_sr_36765294.mp3	3312
common_voice_sr_40991330.mp3	6120
common_voice_sr_40978637.mp3	5436
common_voice_sr_41017384.mp3	4896
common_voice_sr_36946962.mp3	2268
common_voice_sr_35248756.mp3	2628
common_voice_sr_27660570.mp3	2988
common_voice_sr_40979558.mp3	3168
common_voice_sr_36767597.mp3	4608
common_voice_sr_40978668.mp3	3240
common_voice_sr_39330495.mp3	3960
common_voice_sr_38515502.mp3	3708
common_voice_sr_36774397.mp3	2448
common_voice_sr_35089055.mp3	2016
common_voice_sr_40878520.mp3	5076
common_voice_sr_46827352.mp3	5436
common_voice_sr_40997567.mp3	3636
common_voice_sr_40985059.mp3	2880
common_voice_sr_40985501.mp3	2700
common_voice_sr_26874387.mp3	3348
common_voice_sr_26945780.mp3	2520
common_voice_sr_39278160.mp3	3240
common_voice_sr_28517835.mp3	4140
common_voice_sr_27781447.mp3	2160
common_voice_sr_40984181.mp3	2160
common_voice_sr_40975924.mp3	2196
common_voice_sr_40985926.mp3	5688
common_voice_sr_40981584.mp3	4968
common_voice_sr_39884999.mp3	4212
common_voice_sr_40471849.mp3	3924
common_voice_sr_39885108.mp3	4104
common_voice_sr_40978160.mp3	5148
common_voice_sr_41012998.mp3	2628
common_voice_sr_40981174.mp3	3420
common_voice_sr_39330482.mp3	3600
common_voice_sr_40981880.mp3	3960
common_voice_sr_40989542.mp3	5580
common_voice_sr_37810945.mp3	4788
common_voice_sr_28441400.mp3	2160
common_voice_sr_40997728.mp3	6660
common_voice_sr_27794961.mp3	2196
common_voice_sr_40978755.mp3	4608
common_voice_sr_46921806.mp3	2628
common_voice_sr_39330515.mp3	3456
common_voice_sr_38535690.mp3	4860
common_voice_sr_41000602.mp3	2916
common_voice_sr_36767332.mp3	2016
common_voice_sr_39936677.mp3	6768
common_voice_sr_36767484.mp3	1980
common_voice_sr_28521315.mp3	1584
common_voice_sr_37810723.mp3	2592
common_voice_sr_40979347.mp3	1656
common_voice_sr_40981761.mp3	5040
common_voice_sr_26959965.mp3	2268
common_voice_sr_27314193.mp3	3636
common_voice_sr_40982604.mp3	5580
common_voice_sr_36765639.mp3	2160
common_voice_sr_37810646.mp3	4608
common_voice_sr_46827115.mp3	5148
common_voice_sr_37523136.mp3	4716
common_voice_sr_35126101.mp3	1800
common_voice_sr_40978448.mp3	7740
common_voice_sr_35099234.mp3	3384
common_voice_sr_35091993.mp3	4320
common_voice_sr_40991092.mp3	7308
common_voice_sr_41024476.mp3	2016
common_voice_sr_40994059.mp3	2196
common_voice_sr_28859060.mp3	3096
common_voice_sr_36950243.mp3	2628
common_voice_sr_40975901.mp3	6048
common_voice_sr_36946889.mp3	4860
common_voice_sr_26874329.mp3	2628
common_voice_sr_38535704.mp3	1980
common_voice_sr_41006391.mp3	2736
common_voice_sr_36946600.mp3	2556
common_voice_sr_40991070.mp3	5436
common_voice_sr_27635143.mp3	2376
common_voice_sr_36949242.mp3	3456
common_voice_sr_28526237.mp3	2376
common_voice_sr_40983461.mp3	2376
common_voice_sr_40983644.mp3	1728
common_voice_sr_40975704.mp3	3456
common_voice_sr_27008214.mp3	2880
common_voice_sr_35086342.mp3	2376
common_voice_sr_39330751.mp3	3780
common_voice_sr_39885015.mp3	3924
common_voice_sr_41006486.mp3	4176
common_voice_sr_40991083.mp3	6300
common_voice_sr_40989419.mp3	5436
common_voice_sr_40982825.mp3	2016
common_voice_sr_40989516.mp3	3816
common_voice_sr_35399935.mp3	2016
common_voice_sr_40983673.mp3	2268
common_voice_sr_36946762.mp3	2916
common_voice_sr_36767481.mp3	2088
common_voice_sr_40976318.mp3	5040
common_voice_sr_40386322.mp3	3456
common_voice_sr_39885147.mp3	3852
common_voice_sr_38521594.mp3	3276
common_voice_sr_35399426.mp3	1800
common_voice_sr_28623217.mp3	2808
common_voice_sr_36950578.mp3	2592
common_voice_sr_41010641.mp3	6120
common_voice_sr_38535715.mp3	3384
common_voice_sr_40997427.mp3	5040
common_voice_sr_40978482.mp3	5688
common_voice_sr_38535709.mp3	4140
common_voice_sr_40978676.mp3	4320
common_voice_sr_36950170.mp3	2520
common_voice_sr_37810806.mp3	3816
common_voice_sr_37810907.mp3	3204
common_voice_sr_37523061.mp3	2664
common_voice_sr_35265173.mp3	2412
common_voice_sr_37172285.mp3	2340
common_voice_sr_40405787.mp3	3348
common_voice_sr_38521564.mp3	2052
common_voice_sr_40981154.mp3	3240
common_voice_sr_28951040.mp3	2016
common_voice_sr_40983443.mp3	2880
common_voice_sr_40405764.mp3	6480
common_voice_sr_39330638.mp3	3960
common_voice_sr_27338795.mp3	1044
common_voice_sr_36951816.mp3	2844
common_voice_sr_36804253.mp3	2448
common_voice_sr_38521572.mp3	2340
common_voice_sr_41006505.mp3	3060
common_voice_sr_40985141.mp3	2556
common_voice_sr_40979037.mp3	3168
common_voice_sr_40491745.mp3	2736
common_voice_sr_40997715.mp3	3636
common_voice_sr_35398411.mp3	1656
