sentence_id	sentence	variant	sentence_domain	source	is_used	clips_count
cfbe1da91ff4ee806b16190782154f3d15799afd69604d5af8a63d12d0d3dd0b	Његова игра претворила се у својеврсну шифру.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
d1645d5e6d4e90bcfc639e0ce19345444d9bdf0c7c5711e32cefce529a5d5e85	Тад се моли Раду неимару:			"""Serbian folk poem ""Zidanje skadra"""	1	0
d2f125d0b5bdc9d27412f1658b734da33e32b391712a0db46def9cc7c66f81c0	Данас изгледа да је велика инвестиција коначно стигла.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
d3519f6ac9e1b8f4db7561de6e7b44f8f74e8d7de2f17858d96d4533fe84b0e5	Табле у школи могу бити зелене и беле.		general	Self citation	1	0
d3571e1a4a6f219a5083bb2b3b791d7a5abb52e8dc5200cb063236cfcecb9d7a	Међутим, ту је и црна опција.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
d36cf24a10c909738dd9256d15c371d4177f2ab5db69c29e3eb62609cf9fe1cb	До сада, међутим, то није био случај.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
d38f6bf20f65ca9d5a5fe70e5699a805620d8ff856198733de1c5d320953ae73	Постоје вриједности које су важне.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
d3afd444ade00cf4990ff30faf1cc3b639e2ad2e3638f61af8da085712f62a32	рече Бог			мој цитат	1	0
d45784b4068aeec496f5ca1397eb252cb82058ea04fcd3eab4283c9f857dfbea	И видје Бог свјетлост да је добра; и растави Бог свјетлост од таме.			https://biblija.info/ijekav/index.htm	1	0
d49df17a7f2ea41409815999a6c257dd2d9e83e47d051d01622aa628915a1e65	На пример, тржишта би требало делотворно регулисати.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
d599ea4000a71c3f0f909c86e7ec32e613c6548613265c1fbe879498f40dc4d1	Ради се о доброј вољи.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
d5bc4e689b4078fd358bd383c938b28298b74d65945a40c6dc6914b62ec6c6a4	шаховски потез е два е четири			мој цитат	1	0
d6a1d5e4ad6f4f875bce685ecc741e362764ee811ddd0b41de02b6e06638b79a	"""Чу ли мене, моја јетрвице!"""			"""Serbian folk poem ""Zidanje skadra"""	1	0
d6ba833298bd60c37d214d23adcc917ad5bff890beec737c2977df951cf0470a	Па замоли два мила ђевера:			"""Serbian folk poem ""Zidanje skadra"""	1	0
d72b7cfa8e438afc99553a8cd7cb0a5cf7f8cf72686c858c7e296f625f5ab404	Рани становнинци слиједили су кроз тај маркер кретање сунца.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
d74ad96b4a94d4ea8058e27449cf8f8b7de819bacb19355504dc8add3f5e3719	Супер сам говорник.			ја	1	0
d79cfe1b1ea08d943c8bdd693cf9d9a3f02748391c301543053b7a8f0a379c61	Да ли они испуњавају ту мисију према очекивањима?			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
d7c21aaf9ec498b1662350b4da9f66b4e8e827940afe2ca70f3d35ef5f507e59	Македонска влада одбацила је предлог.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
d7f1453b882863a5c58269cd25bcdc1a2cec03852958afcd99df3983c530b6a6	Прикупљено оружје биће смештено у обезбеђена складишта.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
d86a5d474faeb7d1c7caac2fff3c10f43d934aa8d418a3a26ba7cb64e7942eca	Мали произвођачи не делују посебно забринуто.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
d8cb81c8abbc407e29476372ba2d140eef2df43c05a2a3f3146e8baf21b712e7	Више чланова овог клана суочава се са хапшењем.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
d9292fed4aec5ec906fbc82d4901d148c5a00b9075acbd12e76fb62c7190761f	појмови изведени из			мој цитат	1	0
d960e81b9ced8ddc423dd0f9ad60b6f4a2763d7cfe63da659ec7e6c5167bf55a	Вјерује се да је то повећање узроковано већим цијенама горива.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
d9af538595f1b9b5c0d6dcf659983c7921ecbbfe77260dfd5490da66afc5f5cf	Званични резултати биће саопштени за неколико дана.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
da4a50560e800bccb84e5e2255cebeeffaf3edffe3ac5c572a6e1de20b70e167	Тако да је ово било добро решење.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
da6f7aeb4ba574224794cae6bbf6c9f138287d66d8326c43d1ace38582f75406	Менталитет једне репрезентације огледало је земље, тврди он.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
db3361b9ff6e2d2fac8c63cf1fd5e2df64d351734a3ff72191f598766747ba3a	Генерално гледано, закон има слаб ефекат.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
dc048c92e95b2bb2ed1b0981d0ef4d40932d6b23457c3bf4789fb5b1d86d6067	"""Ја не нађох Стоје и Стојана."""			"""Serbian folk poem ""Zidanje skadra"""	1	0
dc4197384194e10d2e166b25185d20f347ebca988928393275f64bb967fb847a	Па нејаком збори сину:			"""Serbian folk poem ""Otac"""	1	0
dd2ee2a0448f1a65896f1c2121f0d6775bb799b6176d4a28865edfd115d0ca40	Нисмо добили информације о тржиштима других земаља.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
dda2f07482fc97b9f4cb8dd7ad02cc23f8fdac924dc852f36a781c76f28a407a	Црвена			Colors and numbers	1	0
de6bdd3c08808f6eb2dd99d236abff7c09c2bc0f94715ef96a67757abe2e2a26	Пет пута шест је тридесет.			мој цитат	1	0
dee3e01791c616482c0417f949bc726cdfbaf3f8aa8c9de906abe8682e4f7218	А одсаде моје чедо драго!			"""Serbian folk poem ""Zidanje skadra"""	1	0
df2d1d254f04449e9e57fd265e2c597c3687f341cb63b6b20cf699759c6f0af6	Према извештајима локалних медија очекују се нова хапшења.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
df624fe821e462cd05f1866b2d9fed9f7c0e033075488ea852544288ff8a3c9d	осми дан шм.			мој цитат	1	0
df70440dfad79683f0f6ce163118f78721ba8e1c094966cc71e114b7760584aa	Када дође нејаки Јоване,			"""Serbian folk poem ""Zidanje skadra"""	1	0
e0843643fa7294b5fc0da0aa6c21971563bf1bb67fc56ce4b3eee500f2e2df98	девет је у средини између пет и четири			мој цитат	1	0
e104bb0c6ed0dd201d38869058db6d74964a94803060831e37c65cb83b672708	"""Времена су се промијенила"", каже он."""			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
e1adeba3c9a41d288d6aac40cb02fdc8a974c4653767fdafa5bd7d07c3197b33	Они сматрају да би ограничења требало постепено уводити.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
e1ddabc86cb44c88651f72a2d744232fac4b7c7fd1b41ead8a1572766941e8d8	Ресита је обуставила операције пре две године.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
e29f6aa98121b4810eadf03a5bd776d1bb9355de94b1f93e8d43c37a0e56fb92	предњи зид дванаест горе лево  римска соба			мој цитат	1	0
e2d6f3d528bfee0f40bad70da78a771dfa9fb0e73e91f00a2c1df9ed1cac589e	Језеро у долини окружено је планинама и шумом.		nature_environment	LLM generated, Human reviewed	1	0
e3714cfbfb34350e4931b6a845d02a151e6c57ec0e0a296b35f3f673db6d3833	Одбрана је тражила десетогодишњу затворску казну.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
e38559f66d68da6c24a7d557e2f89bbd8dc375f57c7448d1f2d8ab6b7bcd898d	туже се или правдају			мој цитат	1	0
e3ad3d3c2bcb86dcb1f9e8e81c463b9e1b61481d63bd4d07a40fc71e4da418e5	Но је л', браћо, Божја вјера тврда			"""Serbian folk poem ""Zidanje skadra"""	1	0
e4a36ca4205eb8c556d3eb19b48bf2ec5b43cb800d0fc66c5ec44729121419f5	Други међутим виде оправдане разлоге за скок цена.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
e62675098988164f17a1b028285c8833163a19d91a0ff035cb95fef4e30d7b40	Идентитет друга два лица убијена у том удару није потврđен.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
e654b9840d3cff334363f63153dcdf71e2db460e3efe5f7f7f929989052d9485	Па ми данас паде у Бојану,			"""Serbian folk poem ""Zidanje skadra"""	1	0
e6a861ccc243465e05caaab61e2c5b576fd945937fb4e42ff3480def0b4620c7	Како ми недостајеш!			ја	1	0
e6d78241bbd0502ccccfde64f806fbcff4b4a6690cbfaedaba0384abe2678916	Исто вриједи и за оне под истрагом.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
e7951baee61724d0ec785edc823790cb3d8f3dea019f231dc406b8cea92e1bd3	Бијела			Colors and numbers	1	0
e7d6e05a11c6f8df46067173565544c096e0e5e4c8700cf7567dc6db59b5b1c8	два пута три је шест, а шест пута два је дванаест			мој цитат	1	0
e85fd9fe9a42d0404b5bedd8b8bdb7858326eb19dac15db86cb7c38a3f275b1c	Софијански није наручио такву процену.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
e97c7b264266f3806a49cb9afa02c89b4d50c01686cb13e3ed237d2348a75265	Мученик...			ја	1	0
ead113b93a555e5e99a8a48e29a18127652c1a30a020b8810e2ec3c8f81435c8	Ипак, несташица је још увијек присутна, из низа разлога.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
ebf2fc2dc1f7403e98575ec241c2a867f080172ea08a9732db029c34683632ce	Неуспех међутим није опција.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
ece21c24dd6cad4ce7fe9484768ee40edee4df5987b50d38bc8e7a80f6bbd9e6	један два			мој цитат	1	0
ed30c81c43199d158891727e76269a140926a6c77973337eecf47aa1343bef71	То је једнако признавању снажне улоге председника парламента.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
ed4920f21af8a03aa7f0dc7df0f5fe83d00b94693ed68089f000c96b8fe89e18	Врућине прати и опасност од пожара.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
edaa157429a4d459ae6aa83ab5fdf0baea302dea17d3cf48b0202d249329c652	Милица и Марко заједно иду у школу.		general	Self citation	1	0
edb78a9bacdf6536861d86eb1697230011db8616c254d3105e76b7c13f90b131	Gde je bioskop?			Self Citation	1	0
edcdc094e4e9953e949ed8b8a0cf56867c97461feeb81cfc7f345ba71dc45f14	Миш уз пушку, миш низ пушку.			https://sr.wikipedia.org/sr-ec/%D0%91%D1%80%D0%B7%D0%B0%D0%BB%D0%B8%D1%86%D0%B0	1	0
ede9a9a815aa54acc855defd893d6005420a7ebd06b9d9c3af0a51d09c6baf50	Цијене за храну су велике.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
ef51d02982e712195ae3a7c764c96658e449097b3d3cb35d9310db72d68f6b1b	Нисмо ли у име			мој цитат	1	0
f06723c057d9ff56d1554aef16f6b533ccc5c99448a57a7914e218293cca9058	Али власници хладњача нису попустили.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
f10823417b78d8a463b37c01ef68a3eeb05ac9da560d13d8346c6067c6ff0249	Није било ниједног јединог штрајка.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
f15c58049a6987a0362a9ed0a31d11f55dc63b9ce30e9b85c35627606ffdeb67	Па се дигла да уклони			"""Serbian folk poem ""Otac"""	1	0
f1e1eb8255bf12f302751ae84baafafa1fc0118da5cc3ab67fa06a4510149327	Проклети испити!			Ја	1	0
f21fb13ca90e9effa666a6c3075dc6caf116fb1f052b731d693190abf2c6c0eb	У домену услуга забележен је благ пад.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
f316321910c971dd209ee9bae9b9f1fada5c6558c57fc609cc24becf199ff146	То нисмо могли да прочитамо, и то смо уништили.			“Низ пиротску калдрму”	1	0
f37c5a639008163a76a7185fedcfa3c96b0a000e26008d960f42eac2b3110c2f	Град градили три године дана,			"""Serbian folk poem ""Zidanje skadra"""	1	0
f5b716954b4010250ea3e20ee0ea7e990c3901d257bd856fa33113c0fb9470e7	Ајмо, Србијо!			ја	1	0
f5fa4f45724e64b4404faaf1cb14d9fbb7348b55b80a49f2acae593a50732d6d	Албанија нема никакавих неријешених питања са својим сусједама.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
f6b5ca8baf0a6123dd49b82044d71fb16b51ec8aedcd1e6c0e0ea165cac4b6e1	Африка је свијет.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
f7abad67526a3bed4364fc865c0a4e2b5f221b087fa290ad94710546a9a0001a	Да није било дрва до сада бисмо умрли.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
f9117ebf78605cedbdaf5641503204598097022412e1793a27bf5401e440fb2b	Течно говори енглески, француски и руски.			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
f979a0f78ffea8158b23fd58a73a7cd4d00632e91fc7a3efd2fb241fa3917466	Преко села и градова.			"""Serbian folk poem ""Otac"""	1	0
f9e2da709c1550f9316b1f948b7b1babef418b432d538c3926158f92d771c537	Јунаку се срце ражалило,			"""Serbian folk poem ""Zidanje skadra"""	1	0
fa0444805958f267e4fcd9462b390d08799cca3797a9fdf1595422b93f2647e4	Да ли је економски преокрет на видику?			SETimes, https://models.omnilingo.cc/sr/setimes.cand.Latn-Cyrl.txt	1	0
fa13aabfb5feaeeb9513356ba87c6d6f33eba158f0b4f3f9f1cc71ee1411d0f3	Док не нађеш Стоју и Стојана,			"""Serbian folk poem ""Zidanje skadra"""	1	0
fa4f1f5f1432c96121c3acf0fc0173007801d7aba3bd154171124c1317c7538f	Она је прелијепа.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
fa60688e1b61adbce943c65f500ba57070a0a69279f9a3653f5c88982920757c	Примирје које је услиједило показало се краткотрајним.			SETimes corpus for Bosnian, transliterated to Cyrillic.	1	0
