sentence_id	sentence	locale	reason
9b8ec1dec896b6b27f3bf23f1fdf5d73f8c3e50cd50d127f24618f4701899e13	Карађић је у сриједу устврдио да ће сам себе бранити.	sr	grammar-or-spelling
9b8ec1dec896b6b27f3bf23f1fdf5d73f8c3e50cd50d127f24618f4701899e13	Карађић је у сриједу устврдио да ће сам себе бранити.	sr	grammar-or-spelling
a0c610d38c73c570ba7107fc5413ceaa302d734819c47d8f8d3408846d852438	ана ене ини оно уну	sr	difficult-pronounce
a0c610d38c73c570ba7107fc5413ceaa302d734819c47d8f8d3408846d852438	ана ене ини оно уну	sr	not a sentence
a83696e441e11e7f87717b6bb6c3125b6bcdebe826b016065b91f24bace4054f	ан ен ин он ун	sr	difficult-pronounce
a83696e441e11e7f87717b6bb6c3125b6bcdebe826b016065b91f24bace4054f	ан ен ин он ун	sr	different-language
a83696e441e11e7f87717b6bb6c3125b6bcdebe826b016065b91f24bace4054f	ан ен ин он ун	sr	grammar-or-spelling
a9695710177c34e581ccd8e7f2c13c84994995da91eee1cc16e376ac79a335b0	ДГолд пројекат будућности за добробит Србије!	sr	grammar-or-spelling
a9a43491fe4b063dc39923bff6b08df9cc5e54009ff039823a13097cdd92773b	Они такоđер захтијевају да влада направи измјене закона о полицији.	sr	grammar-or-spelling
ab82f54dc42f74c1d96750abaa3370354669e8c8a55eaab99fa99c2adbacb131	Имање знање, зн на ањ ње. Спеловано з н а њ е.	sr	difficult-pronounce
ab82f54dc42f74c1d96750abaa3370354669e8c8a55eaab99fa99c2adbacb131	Имање знање, зн на ањ ње. Спеловано з н а њ е.	sr	grammar-or-spelling
abeab7d78d40161b04f36c9b9002cfa7de16cb0a533f0ee35b55bdef1f994e1b	Цијели процес дуго траје, а његов резултат је отворен.	sr	different-language
abeab7d78d40161b04f36c9b9002cfa7de16cb0a533f0ee35b55bdef1f994e1b	Цијели процес дуго траје, а његов резултат је отворен.	sr	jekavian
aeb42824b2ead5ce963678d283f5fd9479cb169f4a4dcd7cbc22a4bc87682b5c	Нема извјештаја о повријеđенима.	sr	grammar-or-spelling
b6d47bff9a45b290997aebc60c5de59a62bea7e23eb61640e5ec2f91080ed136	Нова оцјена нуди мијешану слику добрих и лоших вијести.	sr	different-language
b6d47bff9a45b290997aebc60c5de59a62bea7e23eb61640e5ec2f91080ed136	Нова оцјена нуди мијешану слику добрих и лоших вијести.	sr	jekavian
b8980688ed8a55a753fb481c878144bf9ec7e0a744fb9ed936df6e962d7def98	Латин је водитељ популарне политичке емисије.	sr	grammar-or-spelling
b8d93f1ba89997c533be0adc66e0ed7e106a40a751856674c4de45eb9ec0b4af	"Обавијештени смо о тој операцији."	sr	jekavian serbian
b99de4613ec9a41a709d8201c11d08fa10bea42e21faa54fbec4a7460a923f19	барев добар дан	sr	different-language
dd35eef86657a423941abe95ee20c1043f248be17c4ad11ad7d8e559639e80fb	Услиједиле су и реакције многих блогера.	sr	different-language
dd35eef86657a423941abe95ee20c1043f248be17c4ad11ad7d8e559639e80fb	Услиједиле су и реакције многих блогера.	sr	jekavian
de986d42ba45f8c64705e72f509cb999980dc3f80cf9eb2bc3143dd2ea353888	Шта то радиш!	sr	It should be question mark
ed1716f30546d858b43d22a18e6290f9c84da19bcf056f36752388225628c294	Па. где је?	sr	grammar-or-spelling
ed1716f30546d858b43d22a18e6290f9c84da19bcf056f36752388225628c294	Па. где је?	sr	grammar-or-spelling
efc23e654af6b37c0be414dd7fe3125b0cd8e451740e6bd2b262427f728bb183	И наравно, нас банкарски систем веома је ефикасан.	sr	grammar-or-spelling
efc23e654af6b37c0be414dd7fe3125b0cd8e451740e6bd2b262427f728bb183	И наравно, нас банкарски систем веома је ефикасан.	sr	grammar-or-spelling
efc23e654af6b37c0be414dd7fe3125b0cd8e451740e6bd2b262427f728bb183	И наравно, нас банкарски систем веома је ефикасан.	sr	grammar-or-spelling
f26c08414556dbcf268547019d2373fbcf35044d7b4b51d65d0fbc6a659e0107	Караманлис је још увијек релативно популарна личност.	sr	grammar-or-spelling
f26c08414556dbcf268547019d2373fbcf35044d7b4b51d65d0fbc6a659e0107	Караманлис је још увијек релативно популарна личност.	sr	different-language
f775a12f406af28e0cb65c52546922ea4e82310c4f4089c5a3360b6e04fd177c	"Увијек ћемо имати људи на социјалној помоћи.	sr	different-language
f775a12f406af28e0cb65c52546922ea4e82310c4f4089c5a3360b6e04fd177c	"Увијек ћемо имати људи на социјалној помоћи.	sr	jekavian
f9db5a5ad736aa4458a7c1ad1ddb9947fb960f28d2a7f48a2598ce0b2e75ec23	Циљ је да се унаприједи владавина права за све.	sr	jekavian
ff4943f29ca3028df696450e0d5479c724aacc4a74e99a62eb5ad64f300bf377	Прање новца још увијек представља критичну област.	sr	different-language
ff4db48158b714ad6feebca9754a3b1f3e074e318beb52eb2958c8fb20f34291	Преговори ће се наставити у сриједу наредне седмице.	sr	different-language
ff4db48158b714ad6feebca9754a3b1f3e074e318beb52eb2958c8fb20f34291	Преговори ће се наставити у сриједу наредне седмице.	sr	jekavian
0069beb866c0d89857901a552da470a228b7d51141e5d86ecdbc75cfbb1dc592	маа мии моо муу мееее	sr	difficult-pronounce
0069beb866c0d89857901a552da470a228b7d51141e5d86ecdbc75cfbb1dc592	маа мии моо муу мееее	sr	grammar-or-spelling
010b551b904ebcca854aea076b8eca320af3ac81f7730e58cfddaa74289132fd	"Најгоре је то што никад није право вријеме.	sr	grammar-or-spelling
02d0498304a99bfd468ac891781ae4b28a149fcc4a5c2d261ca6b1b9fb39a6b1	Македонија примијенила нови систем за сигурост хране	sr	grammar-or-spelling
04a692ed05ea257ca22d997d5d67a0b1e070347b39c5fa337f848325b6eeed6c	"Тим пројектом ће се та област убити заувијек.	sr	grammar-or-spelling
09a3f42367c80990f986baa0f99eb2fce9fc0c4ed2140aae0f3a52a8bdab789b	Све то време?	sr	difficult-pronunciation
09d249209168ee9978562c658f793e6ff94f32c7cd2115cc1b5bb8a6b4deecad	Бугарска филмска индустрија храбро граби напријед	sr	grammar-or-spelling
0a256be288eb476c50122aad29298998052efee9639c194b43290cf1f69966c3	То је ти!	sr	grammar-or-spelling
0a77b234ff8af5553e7e14b518567e7a1cbba606698e89de8d1e9f76ca023928	Када се узме на ум	sr	?????? ?? ????? ?? ???????, ???????? ?????? ?? ? ?????? - ??? ?? ?????.
0e8e8854ef4f79f901c9d60fbb03d6cd5aaf86adb8966d4c56463c90b39429bf	ма ме ми мо му	sr	grammar-or-spelling
0e8e8854ef4f79f901c9d60fbb03d6cd5aaf86adb8966d4c56463c90b39429bf	ма ме ми мо му	sr	difficult-pronounce
126ddf3cb937795dc431d8627c540d70cf93fc396bc727cd750eb2b9a1489b3f	ако не гледамо на оне незнатне државице	sr	grammar-or-spelling
12d032c3e2619f33047f20cf66f8e2742a58719530090b6dbc0ed8a133e7ee0f	Меđутим, регион се још увијек суочава са озбиљним проблемима.	sr	grammar-or-spelling
140759d27cd08240ae120119286a9e8803dbc12b3362228689c9d812afbd0928	сајонара	sr	different-language
14d9799e582b7ca21f3a95c455d5fbf2c88d0fbad7d1cb3086c63bbb0a5288e9	деведесет	sr	grammar-or-spelling
16d03f00a10458e9db0f6357ad3503dd305d47be3781a898436087e34c832e84	четрнаест	sr	grammar-or-spelling
1b7aad7a7309520556287042f2f0cc35ecc66f3856738d0c78544f80d1111d9b	О, што је?	sr	grammar-or-spelling
1e644d12e3ef884cf649ef462d99f74281fd859fbd80a6714f2a974aeef7c27d	Она још увијек стоје пред нама.	sr	grammar-or-spelling
21e24bd5909263c623f5a632b5ab12fb4cb1795e0fbbf10a013bfb6f0eb4fbf4	Многи други још увијек чекају да пронаđу своје најближе.	sr	grammar-or-spelling
24222bb76c44a7128d74e9b86d0aa6b0937b1d422a339c2d5e70ba3e77d1b223	На Нишави у ћилимграду.	sr	grammar-or-spelling
25ad1dbf3871b6d1e8666f71fee5273504e903a91414c2d3569c9402a0c3f16f	Нјегова иницијатива наишла је на добар пријем.	sr	grammar-or-spelling
25ad1dbf3871b6d1e8666f71fee5273504e903a91414c2d3569c9402a0c3f16f	Нјегова иницијатива наишла је на добар пријем.	sr	grammar-or-spelling
27e5c5216f407bbeaadb058fe2fabea5d6bd9cc4651a201f9f29a9d46d2bf5ba	Шта је ли истина?	sr	grammar-or-spelling
284e81ba2bd926927a0fdb9e7303b9f2ea96c2304bd3697b6a03e4f233c3b8f7	Косово покреће вијеће за мањинске заједнице	sr	grammar-or-spelling
2d272709dad1d795eb6d5d0ca74b7a5d443ea18e50a79bbc6699ab6c9c913d7b	Је л истина.	sr	grammar-or-spelling
2db44f5308fbe996586ecdf05a00117f5fdb3d6ad479a8bbb649cee52056dce5	хоризонтала ж о че	sr	difficult-pronounce
2db44f5308fbe996586ecdf05a00117f5fdb3d6ad479a8bbb649cee52056dce5	хоризонтала ж о че	sr	grammar-or-spelling
30db51c01674b2cf76b3064b39ceefb8254b743f8e8ff549cb102517c7bf591d	Да и данас онђе иде храна:	sr	different-language
337bfa7300cdb626f932abd655a0166247b8da4d69a2a6f138eb79147d599159	у Рачи на ушћу Дриие	sr	grammar-or-spelling
364cb0b1596420954e9d16fcc36085d0ac32adb53ea41c94bbadb2700ea59fd9	Грчка смањује цијене закупа на хисторијским локацијама	sr	different-language
379a58819fea20733d49184cc8356cbf760fe29cd83836e62858f7309df956d5	Тај новац, тврде тужиоци, био је намијењен за подмићивање судаца.	sr	different-language
3a6b72697ffe7095f4cab1fc76f975eeaad4728824a95a4176d18ded9cccd607	Је то истина?	sr	grammar-or-spelling
3aadfa01aee10f7a0525e6b8ccd0200ddc874b34c39eb6c6e39ee40970d3b644	Црногорска опозиција није успјела однијети побједу	sr	grammar-or-spelling
4105a6beeedb3ab5e84856bc324fcffc367e0b83ac2732a4f58a863d6e40ed2c	И било је времена када се наша земља створила	sr	Nema smisla
4889bcee5d05cb4cdcf2ce43c5e02caa8ecce7ee8acfabbbe974bc4b6a85ebb8	Наравно да је.	sr	grammar-or-spelling
49554e5bbd62856cd788199f0959994ce7189a91353d1d4e95865d6beacab7a8	Бугари протестирају против цијена горива	sr	grammar-or-spelling
4a88079ddac821bf8e04cce5f4bca4ff3fb790bd36f1b4b09bf3a41628b7efa7	И ја би.	sr	grammar-or-spelling
4e2bde4b45024dfcddc35435f6c2ec78f66a888dc5612a405b94413f53dd87a1	"Зидаће те кули у темеља!"	sr	difficult-pronounce
551713a00cae483f07ae71bb30017b932c633c594621d4022df9bd73196b2fca	Овогодишње поплаве биле су најгоре у последњим деценијама.	sr	different-language
551713a00cae483f07ae71bb30017b932c633c594621d4022df9bd73196b2fca	Овогодишње поплаве биле су најгоре у последњим деценијама.	sr	grammar-or-spelling
596f01c429e8ae887ec660a7564d3cf32d76476de965fc33bc440bbf7019440c	На послетку још нешто	sr	grammar-or-spelling
5c90115a83eda6d6f226c6b3595f0abe30ff4c1016d16c5767d85b480495df1c	Ниш је на путу да је поврати у свему некадањем обиму	sr	different-language
5c90115a83eda6d6f226c6b3595f0abe30ff4c1016d16c5767d85b480495df1c	Ниш је на путу да је поврати у свему некадањем обиму	sr	grammar-or-spelling
6058cd4ee1a4e986d1115d4d7111ae783eee88989c4ab1b96157979513125ea6	Авио компаније, укључујући и јефтине пријевознике, изгледа да су оптимистичне.	sr	different-language
6058cd4ee1a4e986d1115d4d7111ae783eee88989c4ab1b96157979513125ea6	Авио компаније, укључујући и јефтине пријевознике, изгледа да су оптимистичне.	sr	jekavian
65b0834cd5d6b097694a086780355f7f047f4f1ca83fd5c6426e060ba3acb920	Какво је ваше мишљење о томе?	sr	offensive-language
65b0834cd5d6b097694a086780355f7f047f4f1ca83fd5c6426e060ba3acb920	Какво је ваше мишљење о томе?	sr	grammar-or-spelling
65b0834cd5d6b097694a086780355f7f047f4f1ca83fd5c6426e060ba3acb920	Какво је ваше мишљење о томе?	sr	different-language
697f0cb1163523e2dcbbb77a52b695d8f64318b09fb0b68b119c222a292b162c	трианест	sr	grammar-or-spelling
69e1fe6eb3a2e0f62cb92fb11c34fdf528d2411583f6a2c130c62acfe34702bf	Снијег и хладноћа ће спријечити производњу воћа и поврћа	sr	jekavian serbian
72a7272a5543767b7fe4bfd56f8c2da13e1ab2f311211a9758b15180b7f478bb	тач	sr	different-language
7361cfff2989680de493e84693f6acab0c20de17a3f35d3acb451d83852ba7cc	Он је угледао светлост дана	sr	grammar-or-spelling
75bf933f30751c13554fe055097193513145546814428919b682ffd940ea5993	У цијелој земљи појавило се само пар хиљада демонстраната.	sr	different-language
78775e0fa6836231b8468d05eeb49375c93b90036c134e86c3c7244ff9bfeddd	Што је још?	sr	different-language
7a031b0e99281e2a93e769faa0e92cfa1bfb48d58d1a927f4137639930a5f34f	У то вријеме су ту област контролирале српске снаге.	sr	different-language
7a920e45c45db675529e552ade1f24c59649cfd51fb4ebefc8612f31e77df489	Македонски парламент одузео имунитет бившем премијеру	sr	grammar-or-spelling
7f488e0cdf4b1d5a02cc2f7a02eff9b6e2952bd3e34a3019e05b61e405697900	Је ли то демократија коју слиједи арапски народ?"	sr	grammar-or-spelling
8040275929ffbdf798000a26a96ad8dbf1268eb8f18b61b9aa25f36dc6600f62	растављање речи на квази домине ав бц цд. 	sr	difficult-pronounce
8040275929ffbdf798000a26a96ad8dbf1268eb8f18b61b9aa25f36dc6600f62	растављање речи на квази домине ав бц цд. 	sr	grammar-or-spelling
834041bdbf7c9dbf18a62d86f5f18a20d0f2987682ffce5e5869bf6a1fc8acfb	Тв торањ те ве торањ један	sr	grammar-or-spelling
834041bdbf7c9dbf18a62d86f5f18a20d0f2987682ffce5e5869bf6a1fc8acfb	Тв торањ те ве торањ један	sr	difficult-pronounce
834041bdbf7c9dbf18a62d86f5f18a20d0f2987682ffce5e5869bf6a1fc8acfb	Тв торањ те ве торањ један	sr	different-language
834041bdbf7c9dbf18a62d86f5f18a20d0f2987682ffce5e5869bf6a1fc8acfb	Тв торањ те ве торањ један	sr	difficult-pronounce
834041bdbf7c9dbf18a62d86f5f18a20d0f2987682ffce5e5869bf6a1fc8acfb	Тв торањ те ве торањ један	sr	grammar-or-spelling
83a99f325e44f8526bb99b663d8d5726cdec0a0d4fc84c97c7f75c6c805632fd	Робот Србислав је први као такав у свету из Србске ДГолд компаније! 	sr	grammar-or-spelling
848beea5508c090cae6b23ea4397aa2e278b68743b75debb5c7d9b07f9f86663	Уздужни профил пода Преконошке Пећине	sr	grammar-or-spelling
86ac53e411c591974c981b37a25b16fd202552fc2d9165476eac2d40f2c0d8db	Остала је граница суха и иде већином водомеђама речним	sr	grammar-or-spelling
8a527c55da3c144c937e5744bef2c3f6caa494b5045676fd7631da7cdc9bbb2b	Неки проблеми још увијек трају.	sr	jekavian
8ce4163f01cd342ed5d4bc1264a3ca3cd1e2c814fc140e5bd8fb4f03946c1d21	А,ко си ти?	sr	grammar-or-spelling
8dfa87086b50ad807ff0b3abf6100aad6f2c278f4e9326d5c0e92c18bd3ed00f	Ненад је био син једнога кобасичар	sr	grammar-or-spelling
8e9ace8288e08e5353dcb13c408d116b630f399dc0121b74ff0181eacd4a44ef	Тај потез услиједио је као шок.	sr	different-language
8e9ace8288e08e5353dcb13c408d116b630f399dc0121b74ff0181eacd4a44ef	Тај потез услиједио је као шок.	sr	jekavian
8ebc1b6543d3a21e05146bb879c8f66a4366b10ce602a30d7cb70c4c5fdca508	До сада нису постајали озбиљни покушаји.	sr	grammar-or-spelling
90e9107ec399c6c551359f678d3a30e180299e1ff28e949cddec90641b692ad9	у долини Делавара	sr	grammar-or-spelling
910c17fa09867ea0c6fe764677beff87a8aea452e0353edae8088c9e6d00789f	Иста та група опремила је двије играонице и обезбиједила акваријум.	sr	jekavian serbian
9428c0fecc43f42d070f9ca04acc0d2c762f30c06a1f98b9335a289d9a939841	"Апо" и његово наслијеđе крвопролића"	sr	grammar-or-spelling
953d5aa0aa8351f0d04203ca7eeabbf763fcc8f63577eb5c39fcc13d49f00546	Много тога се од тада промијенило.	sr	different-language
953d5aa0aa8351f0d04203ca7eeabbf763fcc8f63577eb5c39fcc13d49f00546	Много тога се од тада промијенило.	sr	jekavian
96c37a89279c4a00894939592ebc8b63193a4960d43cf56043122ef6c297029e	Албанци бацају све на коцку са "лијеком" против рака	sr	grammar-or-spelling
98f2ae0d2aca3ebc6e54a1c2fa9f85b8006eed42b255cee6ce8d838d20458c8a	аб ово	sr	difficult-pronounce
98f2ae0d2aca3ebc6e54a1c2fa9f85b8006eed42b255cee6ce8d838d20458c8a	аб ово	sr	grammar-or-spelling
9a106e8e3bb67e7711a8c96210ff85a81b50cce1ab31983ac7e01be90d29248c	Меđутим, још увијек нема знака неког широког консензуса.	sr	grammar-or-spelling
9a106e8e3bb67e7711a8c96210ff85a81b50cce1ab31983ac7e01be90d29248c	Меđутим, још увијек нема знака неког широког консензуса.	sr	grammar-or-spelling
9e72ee17ecccc5b54a377898f653413f2952651a9340c98dc83a71011aa484a5	Власти планирају увести чуваре у циљу заштите локација националног наслијеđа.	sr	grammar-or-spelling
9e7ec3c71b8fccd055a22130900ac77aa01365447858b1c7aed2eb6935d7ea19	Нови бугарски премијер представио нову владу	sr	grammar-or-spelling
9f19ec1eb62294980b602abb0edfeae8647d9edd1cd628c5695f7e1543d9bdce	Цијена прославе празника на традиционалан начин расте сваке године.	sr	different-language
9f19ec1eb62294980b602abb0edfeae8647d9edd1cd628c5695f7e1543d9bdce	Цијена прославе празника на традиционалан начин расте сваке године.	sr	jekavian
9ff7b66abb81593050e5b24480bb145de689c4a656d7a5140dd4daa921337a17	Без таквих правила, пословни свијет би се претворио у ђунглу.	sr	grammar-or-spelling
9ff7b66abb81593050e5b24480bb145de689c4a656d7a5140dd4daa921337a17	Без таквих правила, пословни свијет би се претворио у ђунглу.	sr	grammar-or-spelling
a07e45191c78bf7fdead294265807949ac268400ad2b4ba12ce4850d1383dbbd	Извлачење за иПод је одржано и добитници су обавијештени.	sr	grammar-or-spelling
a3535844af3ff9f75bd2fceaa77b84e37e056eb2560668d0b0ae8c843b6faf64	Који ти је омиљни предмет у школи?	sr	grammar-or-spelling
a37d7dc8353098d2c70631aac573209bf3a06ccf9faa1fd334557cf40efdd788	Ох, то вам је била читава комендија	sr	grammar-or-spelling
a59f1cacf5537db7117822952c4b6341b924bea64d94b793dcb23d16b6488159	Niko ne može da podigne toliko tereta koliko može naš kadet Prokić.	sr	different-language
a6155fec75db75a0271c021806a5706d2e6b56a2c589df3355769a25198345a0	Ово је свијет за свију нас.	sr	jekavian serbian
a834b4ab1dbd3161437d3546e18a2126ff783a919e0ad07bd6bf04aa6000b39a	Мађународне изложбе проналазаштва у Женеви.	sr	grammar-or-spelling
ad497116f0091764c9dfb6dfd1c9240aa69909e6dc7221ba740271322d40777b	српски говор у Неузини Банат	sr	difficult-pronounce
add7fd24473c406566d30efe856e30bbbced859e22fef15ec3e88920e27b93dc	Средства су намијењена за модернизацију производње у погону.	sr	jekavian variant
b1563fa18a28db61ef216630a8b80f38730da24b62f45bf7014c03b688a5a254	Вјера изгледа да је већа препрека од етничког поријекла.	sr	jekavian serbian
b20318d1557801776a9b702578392e58084e3fead26ffbe0b61c60dff2497863	А за ста?	sr	grammar-or-spelling
b20318d1557801776a9b702578392e58084e3fead26ffbe0b61c60dff2497863	А за ста?	sr	grammar-or-spelling
b331204ac50689b83d4116f116930414aa8b458036b1c0bafb3437d449439224	Новоорганизирани суци бит ће позвани на изградњу ефикаснијег система.	sr	grammar-or-spelling
bacef505c1cb2ba9f9a57fc89d97ad54a9c6a5b3d21de04509804eacd56e82fb	Меđутим, морамо рећи да ово представља корак напријед.	sr	grammar-or-spelling
c1e6d4b4d440dad3e6eca342f94acafc8d1247a6da5aef2ca2589152b7dbac7f	Што је било.	sr	different-language
c32185ab834f4341e763a3815a841407f53a9c75d903e19c52fc4c1607c2e099	Како се осе?	sr	grammar-or-spelling
d44353aa11721d4ac3a2e8d9e7df0c07ce561283cdef1ce3995c33973cf79803	Што је повод?	sr	different-language
d84a0787aaf96086f540e96e1f65bfaa25f77025ae8930f4a632e50c589a547c	И што је?	sr	different-language
f50ed72a142a709b5b73bd3772c84711e21271c5d7cdb94a0d15d326f1bdec28	Што је би?	sr	offensive-language
f50ed72a142a709b5b73bd3772c84711e21271c5d7cdb94a0d15d326f1bdec28	Што је би?	sr	difficult-pronunciation
f9cc65d13142e33aa267d811b86d18b9f8b9aea14a0aa76c9f00b482d25b29f1	"Он је те пријетње окарактеризирао као "уцјену"."	sr	different-language
